orgID,name,address
6937,SPCA of Texas - Russell H. Perry Animal Care Center,8411 Stacy Road\/FM 720
6928,,2309 West Interstate 20
6929,,2525 W. Wheatland Rd.
6933,,8676 State Highway 121
6046,Happy Dog Rescue,
792,Bully Paws - Pit Bull Patriots of Fredericksburg, Virginia,PO Box 285
1494,Hightower Farm and Animal Sanctuary, Inc.,
2323,Caring Hearts Rescue,P.O. Box 6592
6740,Louisiana Lifeline for K-9's Animal Rescue,P.O. Box 1052
2429,Rocky Mountain Feline Rescue,2390 S Delaware St
282,Wag On Inn Rescue,PO Box 221
7049,Palo Alto Animal Services,3281 E. Bayshore Rd.
1279,Bradford County Animal Control and Shelter,16946 SW 75th  Ave.
6995,Humane Society of Washington County, TN,2101 West Walnut Street
7050,Pitter Patter Rescue and Adoption,
6578,Trin's Place Animal Rescue,
7073,London Animal Care Centre,121 Pine Valley Boulevard
7035,Animal Aid and Rescue Foundation,
7074,Animal Protection Society - Friday Harbor,111 Shelter Road
6949,EMMY'S HOPE RESCUE,P.O. Box 2364
6965,Wanda's Little Rescues,
1189,Rocky Mountain Great Dane Rescue,PO Box 280368
5255,Life4Paws Oregon Branch,
7081,Metro Animal Care and Control,5125 Harding Place
6755,Lost But Now Loved Animal Rescue,8109 Hwy 63 S
7028,Passion 4 Paws,
2399,Mutt and Lab Rescue,
7094,Shelter Pals - O'Fallon and Wentville,12678 Veterans Memorial Pkwy
7095,Kitty Angels Rescue ,
1087,Merlin's Hope Chow Pei Rescue,
3214,Perfect Pets Rescue, Inc.,
1720,Maine Coon Adoptions,2527 Carmel St
7100,Pits r us all breed rescue and adoption,
988,Midwest Dog Rescue Network,
6030,Island Cat Resources and Adoption,PO Box 1093
6665,Kate's Rescue for Animals,
6939,American Bulldog Rescue,4 Terry Drive, Suite 1D
7093,Good Old Tails Senior Animal Rescue,
7126,Concho Valley PAWS,4001 Sunset Dr. 1072
7125,Lost Our Home Pet Foundation - Sojourner location,
4746,Dogs Rule Rescue Group,
7022,4 Paws 4 Rescue,
7135,ROAR, Inc,5405 Storer Ave
7138,Kansas City Pet Project,4400 Raytown Road
3743,Pup-Eez Pet Care and Rescue,
7141,City of Catoosa Animal Control,421 S. Cherokee
7150,Humane Society of North Central Arkansas,2656 Highway 201 North
7157,Ikewell Pet Rescue,
1177,Panhandle Animal Welfare Society,752 Lovejoy Road
7147,WNY Pet Rescue Inc ,2880 Sheridan Drive 
6678,Arizona Labrador & Giant Breed Rescue, Inc.,
5161,Clarke County Animal Shelter,125 East Ayers
7167,Missoula Animal Control,6700 Butler Creek Road
1113,Great Dane Rescue of the Carolinas,10425 Mt. Holly-Huntersville Rd
3031,PAWFirst,
5550,Dachshund Rescue South Florida,P.O. Box 267386
289,Grateful Paws Dog & Cat Rescue,
2718,HSV Animal Welfare League,195 Cloaca Lane
4334,Operation Catnip, Inc.,P.O. Box 90744
2742,Middle Tennessee Boxer Rescue,
7190,Humane Society of Carroll County, Inc.,2517 Littlestown Pike
2241,Great Plains Pointer Rescue,
468,Midwest Schipperke Rescue,
5489,All Herding Breed Dog Rescue of Illinois,
7216,ABRA, INC (All Breed Rescue Angels),PO Box 1426
5136,The Little Red Dog, Inc,
6685,Best Friends Animal Society,5001 Angel Canyon Road
3315,Peter Zippi Fund For Animals,1560 Pacific Coast Highway
7536,Collie Rescue of Greater Illinois, Inc.,P.O. Box 4169
1736,Free Spirit Siberian Rescue,P.O. Box 626
3965,Nassau Humane Society,639 Airport Road
7585,Meow House Cat rescue,
749,Pet Tender Angels,PO Box 6691
7266,FURever Friends Fund,902 W Broadway
7158,Animal Rights Fur-ever ,PO Box 264
7159,Jackson County Animal Shelter,86 County Farm Road
6332,Badass Animal Rescue,
878,Canine Adoption and Rescue League,3203 E. Main St.
3193,Happy Dogs of New England,
7621,Hearts & Hands Animal Rescue,
5451,Pibbles & More Animal Rescue,
4781,Priceless Pet Rescue ,
7008,For The Love Of Paws,
7652,Shirley's Angels Boxer Rescue,PO Box 4261
4003,Buster's Barn Sanctuary,3807 W. Sierra Hwy. 6-4487
2150,Mastiffs to Mutts Rescue,P.O. Box 754
7664,Cat Tales Rescue of Muskegon,215 Farr Rd.
6557,Corner of Kindness,
4450,Forte Animal Rescue,PO Box 10085
3724,The Dogshack,PO Box 701
7698,Perth Amboy Animal Shelter,597 Fayette Street
5937,Humane Society of Cascade County,PO Box 1774
669,Karma Rescue,
3911,Save a Small Dog Rescue, Inc.,PO Box 290462
7075,Bailey's Way Rescue, Inc.,
4948,Forever Dobes Rescue,
6140,Camp Cocker Rescue,
7734,St. Tammany Parish Department of Animal Services,31078 Highway 36
4667,Mercys k9 Rescue,926 E Francis St
6650,Animal Care & Control, Charlotte-Mecklenburg Police Department,8315 Byrum Drive
6077,Canine Commitment of New England,733 Bedford Rd
6235,Rescue Animals in Need Inc.,PO Box 60935
2464,Jackson County Humane Society,23354 Dark Hollow Road
5140,Milton Canine Rescue,10025 Britannia Road
1752,Salt Lake County Animal Services,511 W 3900 S
7757,Galveston County Animal Shelter,3412 25th Avenue North (Loop 197)
6941,Saving Tails Animal Rescue,PO box 2581
7738,Companion Animal Trust,
7810,Rescue a Kitty,
7823,Last Chance at Life All Breed Rescue and Adoptions,3296 Mission Avenue
7813,Compass Dog Rescue,
4207,Pawsitively Precious Adoptions, Inc.,
7832,Humane Society of Central Texas\/City of Waco Animal Shelter,2032 Circle Road
7831,Chama Valley Humane Society,
2483,Pincher Creek Humane Society\/SPCA,1068 Kettles Street
6728,Project Purr BR,PO Box 82733
7772,Athens Limestone Animal Shelter,1701 Hwy 72 East
5985,Sammy's Hope, Inc,1400 Main St.
7792,Australian Cattle Dog Rescue Association ,PO Box 7204
6065,Great River Rescue,1612 Carr Lake Rd SE
1595,Sarge's Animal Rescue Foundation,PO Box  854
6966,Humane Society of Warren County,1245 Progress Drive
5371,Underdog Rescue of Arizona, LLC,P.O. Box 13392
7129,DC PAWS Rescue,
5025,San Francisco Animal Care & Control,1200 15th Street
7846,Nova Rottweiler Rescue,
6001,Furry Friends of Indiana,P.O. Box 103
7161,Palmetto Animal Welfare Services Inc.,PO Box 392
3680,Guardian Angel Dog Rescue,
5674,Critter Companion Rescue,
6736,Catopia Cat Rescue,
7877,City of Midlothian Animal Services,1050 N Hwy 67
1964,Denver Animal Shelter,1241 W. Bayaud Avenue
7015,Rescue Dogs Rock, Inc,PO Box 101 Gracie Station
5802,3 Hearts 4 Paws Animal Rescue,PO Box 482
7879,Sunrays Pit Bull Rescue,PO Box 266
1150,Jewell Animal Hospital,548 Main Street
7886,Hutchinson Animal Shelter,1501 S Severance
3821,Steuben County Humane Society,1700 N 200 W
7872,Ripley Animal Rescue,9991 Idaville Rd
4347,Long Island Shetland Sheepdog Rescue, Inc.,2 Bendix Lane
7897,Coalition Advocating for Animals,1347 Spyglass Court SE
7706,LA Baby Mommas Rescue Group,
7898,Vaughan Animal Services,70 Tigi Court, Unit 47
7790,Henrico Police Animal Shelter,10421 Woodman Rd
2529,Come Bye Border Collie Rescue,P.O. Box 332
3610,Pets in Distress Inc,P.O. Box 771361
1680,Black Dog, Second Chance,PO Box 626
7901,Gentry Animal Service,100 E. Main St.
5232,I Once Was Lost Animal Advocacy,P.O. Box 309
7578,Miss Maggie May's Rescue,
7907,Humboldt Spay\/Neuter Network,3954A Jacobs Avenue
342,Morrow County Dog Shelter,80 N. Walnut St. Suite A.
754,Tifton - Tift County Animal Shelter,278 GA Hwy 125 S
7911,Paws and Claws Feline Rescue,120 West Broad Street
7053,Azrael's Place NFP,po box 162
7082,Fur-Ever Home Rescue,
6079,Partners For Pets,PO Box 445
3957,Shelter Angels Pit Bull Rescue, Inc.,P.O. Box 5380
637,A Wish for Animals,P.O. Box 4054
3129,Faerie Tales Cat Rescue,
6491,Marshall County AL Animal Control,
7919,Lucky puppy animal rescue,11734  Ventura Blvd 
5552,Healing Hearts Animal Rescue Group,14120A Lee Highway, P.O. 2283
2985,Ohio Cattle Dog Rescue Team,
7743,VAN WERT COUNTY HUMANE SOCIETY,309 BONNEWITZ AVE
6178,The Humane Society of Raleigh County,325 Grey Flats Rd
2740,Alleghany Humane Society,9313 Rich Patch Road
94,REGAP of Illinois, Inc.,4107 E. 3rd Road
7924,Cherokee Humane Society,5900 Bells Ferry Rd.
3368,Illinois Saint Bernard Rescue,
231,North Toronto Cat Rescue,28 John Stiver Crescent
501,NorCal Irish Setter Rescue, Inc.,3387 West Terrace
5681,All Breed Rescue, Inc,491 Industrial Avenue
6876,Tazewell Humane Society,
3411,Greyhound Ranch Adoptions, Inc.,P.O. Box 950203
540,Animal Refuge Center,18011 Old Bayshore Road
6708,Purrs & Piddy-Paws Cat Rescue and Sanctuary,
5452,Tails of Love Animal Rescue, Inc.,
848,Gunner's Run Rescue,
7850,The Pit Stop Rescue,PO Box 80045
6782,Texas CARES,18484 Preston Road Suite 102 169
5542,Niagara County SPCA,2100 Lockport Road
6420,A Forever Home Rescue Foundation,
7027,NAIA's Pet Rescue,6911 Royal Palm Beach Blvd
460,Perfect Paws Pet Rescue, Inc.,PO Box 15868
7922,S.O.S. Rescue Relief, Inc. ,8885 Olive Lane North
5162,Houston Area Doberman Rescue,
7943,Ray Of Sunshine Rescue,1411 E Jean Street
6454,Project Hope Animal Rescue,PO Box 382
7961,Humane Society of Dover-Stewart County,533 Honey Fork Rd
7980,Wild West Animal Sanctuary,20001 Indian Oaks Lane
7921,Happy Days Dog and Cat Rescue,P O Box 530385
7983,Every Life Matters Animal Rescue ,
5484,Papillon Rescue Of the North East, PO BOX 463
114,Big Sky Rottweiler Rescue,P.O. Box 1052
6863,Pet Adoption and Lifecare Society,
3762,A Home at Last,PO Box 34
4991,New England Labrador Retriever Rescue,
5012,Furr-Ever Homes Feline Foster Network,PO Box 14
7967,Chelsea's Hope Boxer Rescue, PO box 368 
7959,Bobbie's Pit Bull Rescue & Sanctuary,P.O. Box 2466
4470,Allies for Greyhounds of West Michigan,P.O. Box 63
7932,Friends of the Animal Community,P.O. Box 4627
4582,Animal Responsibility for Fayette, MO.,
7991,Help For The Dogs Inc.,
6404,Brooklyn Animal Action,
5745,Forever Husky, Inc.,
7998,Bonaparte's Retreat Dog Rescue,PO Box 150232
4309,Cat Crusaders Inc,
6162,Small Dog Rescue of Minnesota,
1792,Dallas Cat Rescue dba Cat Matchers,PO Box 703182
2017,Peggy Adams Animal Rescue League of the Palm Beaches, Inc.,3200 North Military Trail
1488,Tail Waggers 911,2137A Valley Court
8010,BB's Honor,
8020,Pitter patter paws,Po box 2296
8021,Metro Animal Services,2392 E Metro Rd
1238,Humane Society of Rome,6247 Lamphear Road
8029,Valley Stream Cat Rescue Inc.,
121,Dane County Friends of Ferals,627 Post Road 
4225,East Bay Animal Rescue and Refuge,5433 Clayton Rd.  Unit K-125
6168,Hail Mary Rescue,259 School Lane
4981,animals crusaders,p.o.box 31586
6874,Rompin Paws Rescue,526 N. West Ave, PMB 56
6608,A New Beginning Animal Rescue,23289 Hwy 19
8041,A Little R&R Animal Sanctuary Inc,
41,Whimsical Animal Rescue, Inc.  of Sussex County Animal Association,P. O. Box 1697
627,Cullen's Archangel RescuE, Inc.,P. O. Box 715
1639,Caring Hands Humane Society,1400 SE Third
7133,Pet Haven Inc. of MN,P.O. Box 19105
8004,Cat Care Society,5787 West Sixth Avenue
5493,Millington Animal Safe Haven Canine Rescue - MASH,
1469,Poor Animals of St Francis, Inc.,P.O. BOX 701\/THROGS NECK STATION
6209,At Risk Intervention,
4751,Help the Animals Inc.,2101 West Main Street
3304,Good Dog Rescue,
4909,No Dog Left Behind,PO Box 29461
6015,Terrell Animal Alliance,
8033,Jackson County Dog Pound,Jackson Co Dog Pound
826,Pets Come First, Inc.,2451 General Potter Highway
6626,Feline Friends of Destin,PO Box 822
8066,Joyrides Rescue,
1992,El Dorado County Animal Services - Placerville,511 Placerville Drive
1993,El Dorado County Animal Services - South Lake Tahoe,1121 Shakori Drive
4692,Sunshine State Westie Rescue,
6477,St Paco's Second Chance Dog Rescue,2435 C Street
8038,PURRS of HOPE Rescue,
4394,Helen Woodward Animal Center,6461 El Apajo Rd
8083,Sebring Angels,
8077,Arizona Cattle Dog Rescue,2468 Hano Trail
184,NE Ohio Greyhound Rescue,
7038,Training Rescue Dogs,1626 Belle View Blvd., PO Box 7084
6004,PNC Midwest Rescue,10300 Brent Ave
4133,Cat Support Network,PO Box 3645
6666,Inland Valley Humane Society,500 humane wy
8113,H.F. Help, Inc.,
7146,Cats Cradle Shelter Inc.,9 - Ninth Street South
6860,Valley River Humane Society,7450 US Hwy 19
6642,ForEverMeow Inc.,PO Box 10305
7029,St. Mary's Animal Welfare League,PO Box 1232
7955,ArkanPaws Animal Rescue,PO Box 1592
8131,CARE Pet Rescue, Inc.,
1266,Basset Hound Rescue of Southern California,P.O. Box 88
6121,Diamond in the Ruff Pet Rescue,PO Box 6464
8130,LEADER OF THE RESCUE PACK,19 Woodbine Street
675,CockerPalsRescue,
4561,Pet ResQ Inc.,24 West Railroad Ave
1169,Kitty Colony,PO Box 243
8098,Labrador RetrieverRescue of FLorida,1950 NE 6th Street, 10365
944,Bethany Animal Welfare,5100 N College Ave
8132,Circle 2 Rescue,
7165,Pontotoc Animal Welfare Society,1200 Sandy Creek Drive
393,Southern Siberian Rescue,PO Box 98601
1532,Almost Home NM,PO Box 772
7744,Reedsport K9 Shelter,185 W Railroad Ave.
4673,Triple Acres Horse Rescue, Inc,51110 Olson Road
273,Grayson County Humane Society,P.O. 122
6769,LONG ISLAND FELINE ADOPTION CENTER,126 E. MAIN STREET
8129,Spirit Canine Rescue,
8046,Pet Adoption League of Gem County,1526 N. Washington Ave
1420,Puppy Pleasers Rescue,P.O.Box 618441
8117,Humane Society of Noble County, Inc.,1305 Sherman Street
8161,White Kisses Great Dane Rescue,PO Box 4012
8164,Marion County Animal Shelter,123 Cat and Dog Lane
8165,What's Up, Pup? Rescue For Dogs, Inc. ,
8174,Highland County Humane Society Inc,PO Box 458
2989,Cooper's Chance Animal Rescue,
1945,The Humane Society of Utah,4242 South 300 West
8186,Fort Bend County Animal Services,1210 Blume Road
3562,Furrever Grateful Rescue ,
4565,Dogs XL Rescue ,
5194,Desoto Animal Rescue Society,P.O.Box 316
8193,Tri-County Humane Society,735 8th St NE
8177,Animal Assistance ,645 Old Stage Rd
4473,Pit Bull Rescue San Diego,6755 Mira Mesa Blvd, Ste 123-395 
7032,Sonoma County CHANGE Program,1400 North Dutton Avenue 17
8201,Spilled Milk Cat Sanctuary,
5064,Fuzzy Friends Rescue,6321 Airport Road
3317,Support Team Animal Rescue,Po Box 270074
2940,Fayette County Animal Control Center,513 Shelter Road
5216,Florida Boxer Rescue, Inc.,
8208,Sanctuary Rescue Group of Virginia, Inc.,
4638,Voices for Animals,PO Box 4466
8213,Memphis Animal Services,2350 Appling City Cove
8214,Corona Animal Services,1330 Magnolia Avenue
8197,Outcast Rescue,PO Box 12
8160,Laramie Animal Welfare Society,
2158,The Cat Network, Inc,P.O. Box 347228
1310,Purrfect Friends Cat Rescue,
6825,Caring Hearts Feline Rescue,
2155,Morning Starr Animal Sanctuary,P.O. Box 1363
8228,Disaster Animal Victims,
2764,Marley's Pit Stop Rescue,
1883,LIFE Animal Rescue,P.O. Box 1431
4036,The ARK Humane Society LTD,477 State Route 26
1021,For the Love of Cats, Inc.,P.O. Box 1777
112,Animal Rescue Force of South Florida, Inc.,5115 South Dixie Highway
8237,To The Rescue - An Animal Lifesaving Corporation,
3477,Mid-America Bully Breed Rescue, Inc.,P.O. Box 410233
5532,Royse City Animal Shelter,1101 North Josephine Street
7899,Pet ResQ 911,1116 Due West Ave N
7931,Tails of Hope,PO Box 631
1375,Save Our Strays - VT,PO Box 167
3683,Wonder Pets Rescue,
8247,LYFdogs, inc,
4516,Northern California Family Dog Rescue,PO Box 40177
6271,Boxer Rescue of Texarkana,
6185,NorthStar Shih Tzu Rescue,
7782,Good Karma Pet Rescue,PO BOX 480273
8249,Atlanta Humane Society,981 Howell Mill Road NW
6296,Second Chance Rescue NYC,PO Box 570701
2280,Jeff Tarpley Rescue,
8252,AJ's Search & Rescue,PO Box 13725
5882,Toccoa-Stephens County Humane Shelter,1747 Scenic Dr
1129,Suffolk Animal Control,124 Forest Glen Drive
4946,Rescued Tails Animal Sanctuary,
5933,Almost Home Dog Rescue,PO Box 132
4006,DFW Pup Patrol Rescue,P.O. Box 2467
8262,Central Texas Tortoise Rescue,
1972,BARKS (Byram Animal Rescue Kindness Squad  ,PO Box 593
3526,Rosie Animal Adoption,3551 St-Charles, Suite 440,
8245,R & R Sanctuary, Inc.,PO Box 283
8274,OAIC, Inc. Indian Summers Border Collie Rescue,
6163,Nile Valley Egyptian Foundation Inc.,PO BOX 588
871,Kitten Rescue,3519 Casitas Avenue
4318,Ruf Creek Ranch Animal Rescue,5201 Brogden Road
6954,Ruff Dog Rescue North East,
3516,Jay County Animal Control,2209 E 100 S
8231,PATCH Rescue Inc.,P.O. Box 2746
6912,Sunny Side Up Rescue, Inc.,
6595,The Dexter Foundation Dog Rescue,P.O. Box 7000-373
7077,Animal Advocates of Pearl River County,
6538,Vindicated Pit Bull Rescue,PO Box 150091
1228,G.R.A.S.P., Inc.,P.O. Box 26741
8261,Sam Coffey Animal Rescue Friends,
1140,TLC with PUPS,
633,Friends of Orange County's Homeless Pets,26423 Scott Road
7207,Animal Welfare Foundation of Iowa,22407 Bus Hwy 151
6641,Sacchicats,
8302,Cactus cats ,
8289,Pooch Kaboose,
3281,DFW Tzus and More Rescue,P.O. Box 1519
8308,Foster and Forever Pet Rescue,PO Box 284
8075,No Place Like Home Pet Rescue,
5870,Ruff World Animal Rescue,
1024,Long Beach Felines,PO Box 15704
2347,Homeward Bound Dog Rescue,2305 Berry Hill Circle
2312,San Antonio Great Dane Rescue,P O BOX 63627
8116,Noble Pits Rescue Rehome OK and Rottie Ranch Rescue,
3020,Two Paws Up NC Shelter Rescue,PO Box 37790
8139,Harmony New Beginnings Animal Rescue,9604 Harmony Rd
2203,Berkeley County Humane Society,554 Charles Town Road
4444,AlleyCat Angels of Texas,
1850,The Animal Rescue Alliance,
3427,Texas Husky Rescue, Inc.,
7042,Red Stick German Shepherd Rescue,PO Box 80224
5721,Lake City Humane Society Inc,1392 NW Shelter Gln
8298,Apache Way Farm Rescue,6109 West Knights Griffin road
5853,Safe Harbor Equine and Livestock Sanctuary,
1016,Maumelle Friends of the Animals,P. O. Box 13061
8331,Santa Barbara County Animal Services - Santa Barbara,5473 Overpass Road
3164,The Chi Society of Ct,
8127,Dauntless Rescue Inc dba The Street Dog Project,
2608,Quincy Animal Shelter,56 Broad Street
5628,Heartland Cats,13850 C Plaza
774,With A Golden Spirit, Inc. (WAGS),
4850,Motley Zoo Animal Rescue,23316 NE Redmond- Fall City Rd 522
6472,Bubba's Rescue Incorporated,30423 Weeks Road
3751,Protective Animal League,PO Box 832012
7989,Alaskan Animal Rescue Friends,
8320,Fur-Ever Paws Dog Rescue,9 Deasy Drive
8093,Plenty of Pit Bulls, PO Box 12319
6569,YOUCANMAKEADIFFERENCE.Inc,P O Box 1050
8344,Luvn Pupz LLC,
8264,Don't Bully Us Rescue,PO Box 246
615,Magnificent Mutts & Meows Rescue,
3301,East TN Pit Bull Rescue,
6364,Mountaineers For Mutts,
136,Pet Rescue of Maryland,PO Box 178
8363,Bailey Animal Rescue Trust,1610 Winding Canyon Ct.
8353,Friends of Todd,3850 Wyandot St
3174,All Breed Animal Rescue of the Carolinas,PO Box 1322
6841,Royalty Dog Rescue,
4284,Little Rock Animal Services,4500 S. Kramer Street
3236,Southern California Keeshond Rescue, Inc.,
4121,Animal Sanctuary Society Inc.,PO Box 24
8371,DogGone Shelter Intervention ,
16,Animal Relief Fund,P.O. Box 184
4696,Lollypop Farm, the Humane Society of Greater Rochester,99 Victor Rd.
8375,Alaska Bully Rescue,
8295,JACK RUSSELL RESCUE CA,
7178,The Dubois County Humane Society,426 Wernsing Road
7602,For the Love of Dog - Rottweiler Rescue,PO BOX 107
6184,Southern Friends Animal Society,
4506,Paw Parent,
439,NEADY Cats Corp,215 Worcester Rd
1677,Country Acres Rescue,739 Weidman Rd.
619,Happy Hills Animal Foundation,3142 Happy Hills Drive
5034,Azaya Ranch Sanctuary,PO Box 2240
8049,Cedar Valley Pit Bull Rescue,
8379,Stone County Humane Society Inc. ,17379 Highway 9
8377,Sheila's Hope Animal Rescue,
8323,House of Mews Rescue,PO Box 241251
8358,Glenpool Animal Shelter,14536 South Elwood
6203,Cody's Friends Rescue,
6319,SNAP Cats,4663 Petaluma Hill Road
4367,Desert Paws Inc. Animal Rescue,PO Box 1366
6047,GreenDog Foundation,
8388,Osceola County Animal Services,3910 Old Canoe Creek Road
8389,City of Boston Animal Care and Control,26 Mahler Road
1836,Howelling Kennels Corgi & Cattle Dog Rescue,207 Belleaire ave
1273,Rugby Creek Animal Rescue, Inc,1314 Rugby Road
8244,underdog animal rescue,
2121,Paws In The City,3824 Cedar Springs  360
3144,Tucson Cold Wet Noses,
7092,Lawrence Humane Society,1805 19th Street
2684,Brunswick County Animal Services,429 Green Swamp Road
737,Wood County Humane Society,801 Van Camp Rd.
7957,Rowan County Animal Control,1465 Julian Street
5807,Tipton County Paws and Claws,P.O. Box 286
8394,Faith and Phoenix Foundation,5011 Park Gate Ct
3697,Upland Animal Shelter,1275 San Bernardino Rd
1160,Delaware Alliance for Animal Welfare Group, Inc.,
8403,Humane Society of Imperial Valley,1575 W Pico Ave
8212,I Dream of Home Rescue,PO Box 7612
7942,Friends of Rabbits,P.O. Box 1112
4539,The Niko Rescue Foundation,
5812,Domestic Animals in a Safe Haven ,4200 E. Nursery Road
1073,Pet Rescue & Adoption Center, Inc.,P.O. Box 132
1406,Dogz In Need,
8417,Big Paws of the Ozarks, Inc.,
8416,Gray Mutts Rescue and Sanctuary,P O Box 14
6812,Give Me Shelter Project,
7638,Neveah's Charity of West Lincoln,
8147,H.A.P.P.E Inc.,
7858,Hilo Cat Rescue,
1823,Shepherds' Hope Rescue,
8420,Santa Barbara County Animal Services - Lompoc,1501 West Central Avenue
8421,Santa Barbara County Animal Services - Santa Maria,548 West Foster Road
4950,English Toy Spaniel Rescue,3040 Webb Drive
2674,Sparky and the Gang,
403,Animal Shelter Inc. of Sterling MA,17 Laurelwood Road
666,Homeward Bound Animal Rescue,
6572,Second Chance for Cats,874 Littlesburg Rd
5770,Black Cat Rescue,
8430,WindDance Animal Rescue,
7021,Shelter to Home,266 Oak Street
8414,Diamond Dogs, LLC.,
6672,Friends of Lafayette Animal Shelter,PO Box 51609
8431,Hearts Alive Village Las Vegas,1750 S Rainbow Blvd 4
5262,Abandoned Angels Cocker Spaniel Rescue, Inc.,P.O. Box 545426
3555,Wabash County Animal Shelter,11336 N 1550 Blvd
1501,Nebraska Italian Greyhound Rescue,
179,Where Wolves Rescue,30040 N 167th Ave 
8382,Tanner's P.A.W.S.,
8423,Lucky 13 Rescue Inc.,30303 State Route D
30,Castaway Critters, the James A. Hueholt Memorial Foundation,P.O. Box 1421
6050,Twin Cities Pet Rescue,PO Box 28245
8446,Tales of the Forgotten Rescue, Inc.,832 New Rd.
8435,Williston Animal Group,PO Box 752
8438,SOS Pets of Ouachita,
6361,Central Ohio Pomeranian Rescue,
5380,Evergreen Animal Protective League,PO BOX 2517
3715,Friends to the Forlorn Pitbull Rescue Inc,PO Box 2316
1245,West Coast Mastiff & Large Breed Rescue,
2287,Dewey Animals, Inc.,PO Box 245
1962,Dog Rescue Around Washington,
7052,Friends of Gonzales Animal Shelter, Inc.,505 Saint Francis Street
4707,Oldies But Goodies Cocker Rescue, Inc,PO Box 361
806,Saving Pyrs In Need,
6963,York County SPCA,3159 Susquehanna Trail North
555,Second Chance Animal Rescue ,Serving all of MI. IN. Il. WI!
8452,Shepherds Without Borders,
5173,Tri-State Basset Hound Rescue,PO BOX 910
287,Furry Kids Refuge,PO Box 1442
8311,For the Love of All,
6974,Lake County Animal Services,28123 County Road 561
8443,Canine Compassion Fund,P.O. Box 1427
7678,Saving Grace Dog Rescue of San Antonio,6990 Tezel Road
8465,Every Pet's Dream,2010 El Camini Real 143
8306,Jacksonville Texas Animal Shelter,601 Woodlawn Ave.
5208,Ditto's Rescue, Every Animal Matters,PO Box 2432
8467,Virginia Beach Animal Care and Adoption Center ,341 Birdneck Rd S
4851,Angel Winston's Pack Rescue,
8215,Back Roads Animal Rescue, Inc.,580 Steele Rd
6751,Love A Cat Enterprises,Petco at 12960 Middlebrook Road
8476,Meow Stories,PO Box 8361
3713,Animal Advocates Alliance,P.O. Box 55501
1130,Feral Friends Community Cat Alliance,Mailing Address:      P.O. Box 832857
6861,East Coast Adoption Agency,PO BOX 913
8481,Pit bull outpost rescue,
4126,Ozark Homeward Bound,PO Box 155
7852,Yorkie Rescue Houston,6046 FM 2920  628
7723,Feral Paws Rescue Group,5887 W McKinley Avenue
8143,SOUTH OF THE BULLY RESCUE,3160 Hwy 21, Suite 103, 40
5099,CJ's Rescue,
4731,Humanity For Healthy Animals Foundation,
1084,Canine Crusaders of Atlanta,
5066,Arizona Boston Terrier Rescue,PO Box 15555
770,Carolina Animal Rescue And Adoption,P.O. Box 2642
2363,People Promoting Animal Welfare,6869 Morganton Rd
8491,ROCKWOOD ANIMAL SHELTER,800 S . CHAMBERLAIN AVE
2305,Houston Boxer Rescue,PO Box 541712
8216,Cottonwood County Animal Rescue,
7115,Who Rescued Who ,
8502,Polka Dogz Pet REscue, INc.,
805,Hope Animal Rescues,
8504,Randall's Rescues, Inc.,
6245,Gulf Coast Humane Society,2010 Arcadia Street
8009,4 Lucky Dogs Pet Rescue, Inc.,4414 Gentrice Dr
6631,Destiny for Dogs, Inc.,
5351,Save A Pet Florida, Inc.,PO Box 2444
7647,Rescue Ridge,
6910,Help A Dog Smile,
1001,Out Of The Woods Dog Rescue and Referral,
3960,Displaced Pets Rescue,By Appointment Visits
8510,Tails of the Free Rescue Inc,320 Commons Dr 351
8087,Greenville Animal Control Shelter,5800 Joe Ramsey Blvd.
6686,Best Friends Animal Society Los Angeles,15321 Brand Blvd
7798,Forgotten Felines Inc,P.O. Box 60
6369,Central Virginia Horse Rescue,389 Boydton Plank Road
4691,Stray Haven Rescue, Inc.,P.O. Box 190586
7965,The Feral Companion,
8472,Havanese Rescue Inc,16192 Coastal Hwy.
8042,HART for Animals, Inc.,1265 Bumble Bee Rd
7132,Paws of Love Animal Rescue,P
3156,Russell Rescue CA,
8479,Patricia H. Ladew Foundation, Inc.,
8522,Italian Greyhound Rescue Hawaii,
7970,Rescue K-911,Merriam
2701,Pound Puppies N Kittens, Inc.,
8529,Port City Cat Rescue Inc,
7106,FURRR 911, Inc.,PO Box 645
8532,Joyful Paws K-9 Rescue, Inc.,PO Box 801
8538,Every Bunny Rescue,484 Greentown Road
8516,Twice Purrfect Feline Rescue,
4855,Valley Cats, Inc.,790 Hampshire Road, Unit H
7874,Hope Marie's Fund, Inc.,4253 N State Road 135
2433,Humane Society of Swift County,211 11th St. N.
5766,PJ's Place Animal Rescue,
8535,Hospice Hearts,PO Box 91
2683,Austin Siamese Rescue, Inc.,P. O. Box 13474
8534,Rescue Tails,
8515,Best Friends Animal Society Utah,2005 S 1100 E
4403,Barktown Rescue,295 Petersburg Rd
7112,The Polished Pitbull,
6584,BunnAgain Rabbit Rescue and Education,
1339,Bingo's Foundation,PO Box 7130
8313,Hunterdon Somerset Animal Rescue Center ,
1202,Metropolitan Guinea Pig Rescue,3809 London Bridge Road
2395,Georgia Animal Rescue & Defence, Inc.,100 Dichroic Dragon Dr.
6764,No Kill Los Angeles,1845 Pontius Ave
8559,Country Roads Animal Rescue Society,
8564,Amber's Animal Outreach,
8272,Gems Forever Animal Rescue,
