animalID,orgID,status,name
15430302,1207,Available,Bella
15430303,1207,Available,Hendrix
15430304,1207,Available,Celine
15430305,1207,Available,Ramsey
15430306,1207,Available,Libby
15430307,1207,Available,Tessa
15430308,1207,Available,Hitch
15430309,1207,Available,Bonnie
15430310,1207,Available,Cisco
15430311,1207,Available,Quincy
15430312,1207,Available,Pocket
15430313,1207,Available,Bindi
15430314,1207,Available,Cheddar
15430315,1207,Available,Maya
15430316,1207,Available,Miguel
15430317,1207,Available,Mercy
15430318,1207,Available,Mr Buff
15430319,1207,Available,Jax
15430320,1207,Available,Lolita
15430321,1207,Available,King
15430322,1207,Available,Poncho
15430323,1207,Available,Drake
15430324,1207,Available,Swoozie
15430325,1207,Available,McGarrah
15430326,1207,Available,Buckeye
15430348,9408,Available,Alfie
15430349,9408,Available,Alroy
15430350,9408,Available,Stanley
15430351,9408,Available,Little Boo
15430352,9408,Available,McQueen
15430353,9408,Available,Gucci
15430356,1966,Available,A422988
15430357,243,Available,Baloo
15430358,243,Available,Bella
15430359,243,Available,Cicely
15430360,243,Available,Dragon
15430361,243,Available,Minnie
15430362,243,Available,Percy
15430363,243,Available,Princess
15430364,4284,Available,Apollo
15430365,4284,Available,BeeBee
15430366,4284,Available,Bitty
15430367,4284,Available,Bob
15430368,4284,Available,Bojo
15430369,4284,Available,Bruno
15430370,4284,Available,Genie
15430371,4284,Available,Gracie
15430372,4284,Available,Ice
15430373,4284,Available,JoJo
15430374,4284,Available,Lacey
15430375,4284,Available,Loka
15430376,4284,Available,Marlie
15430377,4284,Available,Mindy
15430378,4284,Available,Oliver
15430379,4284,Available,Salem
15430380,4284,Available,Sandy
15430381,4751,Available,Quinlan
15430382,4751,Available,Quistal
15430383,1811,Available,Rusty
15430384,1811,Available,Tabby
15430385,5956,Available,Mushroom
15430394,6261,Available,Altima
15430395,6261,Available,Baloo
15430396,6261,Available,Brutus
15430397,6261,Available,Charley\/Diesel
15430398,6261,Available,Duke
15430399,6261,Available,Juke
15430400,6261,Available,Maxima
15430401,6261,Available,R2D2 (S Roan St)
15430402,6261,Available,Rav
15430403,6261,Available,Rocket
15430404,6261,Available,Rusty\/Peanut
15430405,6261,Available,Tessa
15430406,6707,Available,Jazzie
15430407,5924,Available,Mr. CC
15430409,6230,Available,Amelia
15430413,8117,Available,73
15430414,8117,Available,74
15430415,8117,Available,Yang
15430416,8117,Available,Yin
15430417,2940,Available,Dexter
15430418,2940,Available,Momma Cat
15430419,2940,Available,Kadie Mae
15430420,2940,Available,Flower
15430421,2940,Available,Trixie
15430422,2940,Available,Buddy (NEW)
15430423,2940,Available,CJ
15430424,2940,Available,Waffles
15430425,2940,Available,Carly
15430426,2940,Available,Bangle
15430427,2940,Available,Marley (New)
15430428,4115,Available,Andreas
15430429,6869,Available,Cinder
15430430,2395,Available,Angus
15430431,5187,Available,Simba
15430432,5187,Available,Hazel
15430433,5187,Available,Lilah
15430442,8779,Available,Corona
15430443,7625,Available,Harrison
15430444,7625,Available,Hank
15430445,9018,Available,Maximus
15430446,1623,Available,Lola
15430447,1623,Available,Sophia
15430448,1623,Available,Loki
15430449,1623,Available,Mia
15430450,727,Available,Abba
15430451,727,Available,Fiat
15430452,727,Available,Flo
15430453,727,Available,Franny
15430454,727,Available,Fiji
15430455,727,Available,Felipe
15430456,727,Available,Ariel
15430457,727,Available,Tux
15430458,9209,Available,Gerald
15430459,9209,Available,Roberto
15430460,9209,Available,Corky
15430461,9209,Available,Tipper
15430462,9209,Available,Tippsy
15430463,9209,Available,Ursa
15430468,6042,Available,Bailey
15430469,6042,Available,Moby
15430470,8748,Available,Gemini20
15430471,8748,Available,Geppetto20
15430472,8748,Available,Gizelle20
15430473,9343,Available,Rosebud
15430474,9343,Available,Lucky
15430475,9343,Available,Joanie
15430476,9343,Available,Malachi
15430487,5604,Available,Isaiah
15430489,8498,Available,Floopi
15430490,2869,Available,Fingers
15430491,6545,Available,Zena
15430492,4002,Available,VOLUNTEERS NEEDED
15430493,5477,Available,Abigail
15430494,5477,Available,Andrya
15430497,4394,Available,Rory
15430498,4394,Available,Fella
15430499,4394,Available,Yogi
15430500,4394,Available,Yam
15430501,4394,Available,Zoink
15430502,4394,Available,Zippy
15430503,4394,Available,Riley
15430504,4394,Available,Sage
15430505,4394,Available,Rosemary
15430506,4394,Available,Dill
15430507,4394,Available,Winnie
15430508,4394,Available,Willie
15430509,4394,Available,Chief
15430510,4394,Available,Patriot
15430511,4394,Available,Bill
15430512,4394,Available,Brooke
15430513,4394,Available,Ben
15430514,4394,Available,Buzz
15430515,4394,Available,Tango
15430516,4394,Available,Mattie
15430517,5639,Available,Billagio
15430518,2547,Available,Cruella - CL
15430519,2547,Available,Diesel 22
15430520,2547,Available,George 22
15430521,2547,Available,Jethro
15430522,2547,Available,Mabel
15430523,2547,Available,Max-CL
15430524,2547,Available,Meiomi
15430526,8486,Available,SULLY
15430527,5997,Available,Julius Caeser
15430528,5997,Available,Judith
15430534,6545,Available,Daisy Mae
15430543,8433,Available,Poppy
15430544,4975,Available,Amaretto
15430545,1558,Available,BORIS
15430546,1914,Available,BONNIE
15430547,1914,Available,DAFFODIL
15430548,1914,Available,LOUISE
15430549,1914,Available,MERCULES
15430550,1914,Available,THELMA
15430553,1931,Available,JACK
15430554,1934,Available,CRYSTAL
15430555,1934,Available,TREVOR
15430556,2016,Available,SUBWOOFER
15430557,2016,Available,SCALLY
15430558,2016,Available,*MIRA
15430559,2016,Available,*MARGO
15430562,2081,Available,KING
15430569,4461,Available,CIRCLES
15430570,4461,Available,TONY
15430571,4461,Available,LILY
15430572,4461,Available,LADY JESSICA
15430573,4461,Available,FRANKO
15430574,4702,Available,DOZER
15430576,7073,Available,SHENZI
15430577,5639,Available,Danny
15430578,5639,Available,Frenchie
15430579,5639,Available,Marvin
15430581,5639,Available,Reggie
15430582,4696,Available,Goldie
15430583,6930,Available,Buckey
15430584,8754,Available,Chichen Itza
15430585,8754,Available,Stonehenge
15430586,8754,Available,Jewels
15430587,8754,Available,Tiffany
15430588,8754,Available,Mecca
15430589,8754,Available,Lulu
15430590,4975,Available,Amber
15430591,4975,Available,Aurora
15430596,6178,Available,Cody
15430597,5572,Available,A-Leash-A Keys (CE-Fostered in TN)
15430600,5410,Available,Rohini
15430601,6310,Available,FRISCO
15430607,8694,Available,Petey
15430608,5572,Available,Scarlet O'Hairy (CE-Fostered in TN)
15430612,8694,Available,Buckwheat
15430615,7772,Available,Barney
15430618,5439,Available,Rogue Val
15430619,5572,Available,C3-Pee-O (CE-Fostered in TN)
15430622,8694,Available,Darla
15430623,7912,Available,Amy
15430624,6091,Available,Reese
15430626,6178,Available,Cheyenne
15430632,5572,Available,Winnie The Pooch (CE-Fostered in TN)
15430633,6328,Available,Trixie
15430634,6091,Available,Piccolo
15430644,6091,Available,Quin
15430654,7912,Available,Finn
15430658,4092,Available,Sprocket
15430662,4702,Available,JOEY
15430663,4702,Available,SPOT
15430668,7003,Available,DELILAH
15430669,7003,Available,JOJO
15430670,7003,Available,JAN JAN
15430671,7003,Available,BABY
15430672,7003,Available,TONY
15430674,8640,Available,Luna
15430675,8640,Available,Achilles
15430676,8640,Available,Sierra
15430677,8640,Available,Daisy Mae
15430678,8640,Available,Bonnie
15430679,8640,Available,Lou Lou
15430681,7981,Available,CALLIE & NELLIE
15430683,8751,Available,Banzai
15430686,5477,Available,Jessi
15430690,240,Available,Little Darlings
15430696,5281,Available,Gatsby B
15430697,5806,Available,SMUDGE
15430701,5413,Available,Lightning
15430702,5413,Available,Picklechip
15430704,6936,Available,Watson
15430706,6937,Available,Boone
15430710,6937,Available,Tux
15430713,7138,Available,Reeses
15430715,7138,Available,Sugar Bear
15430716,7138,Available,Galaxy
15430719,7138,Available,Cobbler
15430720,6260,Available,Sage Spice
15430721,6260,Available,Bruno
15430722,6260,Available,Caleb
15430723,6260,Available,George Carlin
15430724,6260,Available,Logan Hobson
15430725,6260,Available,Max Amillion
15430726,6260,Available,Sara Faye
15430727,6260,Available,Sheila Bean
15430728,6260,Available,Ezra Ewan
15430729,8414,Available,Snowy River
15430731,5994,Available,Merlon
15430733,3315,Available,Babe
15430735,342,Available,Crocco-dile
15430737,8694,Available,Sneakers
15430738,342,Available,Ashton
15430739,6725,Available,Pablo
15430740,5281,Available,Jenna B
15430741,5166,Available,Cordelia
15430742,342,Available,Olive
15430743,5166,Available,Buffy
15430744,5281,Available,Collins B
15430746,8503,Available,Rosie
15430749,6188,Available,Colleen
15430751,2741,Available,Alaska
15430752,6188,Available,Elpho
15430754,4779,Available,Rudy
15430755,6188,Available,Ingrid
15430756,6661,Available,Tango
15430757,136,Available,Lilly
15430758,8726,Available,Danny Boy - Avail 2\/29!
15430760,4779,Available,Nala
15430761,6328,Available,Burton
15430767,5477,Available,Drako
15430768,5147,Available,Chloe
15430769,5413,Available,Durham
15430770,5413,Available,Everest
15430771,5413,Available,Rosa
15430772,2718,Available,Rosie
15430773,2718,Available,Daisy
15430775,6937,Available,Delilah
15430781,1900,Available,TOBY
15430785,1918,Available,EVELYN
15430789,1918,Available,LILY
15430791,1918,Available,MOMO
15430795,1918,Available,BUBBLES
15430796,1918,Available,MATILDA
15430801,1918,Available,MIRAM
15430803,1928,Available,SUNNY
15430805,1929,Available,SHILOH
15430806,1929,Available,SHELLY
15430812,1929,Available,TOTORO
15430814,1931,Available,MIGUEL
15430815,1931,Available,ELIZABETH
15430816,1931,Available,BEAUTY
15430818,1932,Available,MURPHY
15430819,1966,Available,OLLIE
15430820,1966,Available,KAHULUA
15430821,1966,Available,SAMSON
15430822,1966,Available,BRUCE
15430824,1975,Available,SHAKE
15430825,1975,Available,LULU
15430827,1978,Available,*CRAYOLA
15430828,1978,Available,A778887
15430829,2017,Available,TOMMY
15430830,2017,Available,ONYX
15430833,2017,Available,CAIRO
15430834,2017,Available,HOUSTON
15430835,2017,Available,BLUE
15430838,2017,Available,FERB
15430839,2017,Available,SASSY
15430840,2017,Available,VANCE
15430842,2017,Available,UNKNOWN
15430843,2017,Available,JACK
15430844,2034,Available,BUDDY
15430847,2034,Available,ASTER
15430849,2034,Available,CAITLYN
15430850,2034,Available,SHADOW
15430852,2034,Available,HILL
15430853,2034,Available,ROMEO
15430862,2035,Available,GIZMO
15430867,2082,Available,MILLEY
15430868,2082,Available,*DEBBIE DEBB
15430869,2082,Available,OREO
15430870,2083,Available,MAX
15430872,2098,Available,FENDI FAYSON
15430873,2098,Available,DYLAN DIOR
15430878,2364,Available,MAGNUS
15430879,2364,Available,ELEVEN
15430880,2671,Available,POLLY
15430882,2883,Available,ANNIE
15430883,2883,Available,HEAVENLY
15430884,2883,Available,A1005357
15430885,2883,Available,A1005463
15430886,2883,Available,SIMBA
15430887,2883,Available,A1007599
15430888,2883,Available,A1007733
15430889,2883,Available,A1007798
15430890,2883,Available,WHISKERS
15430891,2883,Available,A1007893
15430893,2901,Available,MINNIE
15430894,2901,Available,A084422
15430895,2901,Available,GIZMO
15430896,2901,Available,A084622
15430897,2901,Available,CHET
15430900,3055,Available,LITTLE TINY
15430901,3055,Available,A567739
15430902,3055,Available,SIGOURNEY
15430903,3055,Available,A567747
15430905,3100,Available,*LADY LOVE
15430906,3100,Available,*NATASHA
15430907,3100,Available,*BRUCE BANER
15430908,3100,Available,PATUNIA
15430918,3100,Available,*ANNIE
15430921,3100,Available,*BRADDY
15430929,3100,Available,*BUCKY BARNS
15430930,3112,Available,BENTLY
15430932,3112,Available,TARA
15430938,3966,Available,A1096623
15430939,4034,Available,SUMO
15430941,4052,Available,QUEEN
15430942,4052,Available,BONES
15430943,4052,Available,RAY
15430945,4228,Available,ALFA
15430949,4432,Available,MARBLE
15430950,4433,Available,CHUNK
15430951,4433,Available,WHISP
15430952,5751,Available,BENNY
15430954,5751,Available,DEXTER
15430966,6240,Available,A503849
15430967,6240,Available,A503850
15430968,6240,Available,SNOW
15430970,6240,Available,A503954
15430971,6240,Available,A503959
15430974,6640,Available,ISABELLA
15430975,6816,Available,DIGGORY
15430976,6816,Available,ANGEL
15430977,6816,Available,MORGONA
15430978,6816,Available,CREAM PUFF
15430981,6974,Available,A036383
15430982,7003,Available,ECHO
15430983,7003,Available,BUBBLES
15430985,7003,Available,DIMPLES
15430988,7081,Available,DORIAN
15430989,7757,Available,HEMMY
15430990,7957,Available,JULIE
15430991,7957,Available,CHARLOTTE
15430993,8683,Available,NIKOLAI
15430997,136,Available,Nina
15430999,6328,Available,Roosevelt
15431002,6342,Available,Caroline
15431003,2152,Available,Rocky (TRAINING HOLD)
15431004,8252,Available,Maverick
15431006,6342,Available,Phoenix
15431013,5147,Available,Nate
15431019,5147,Available,Tay
15431022,5413,Available,Jelly
15431024,4696,Available,Milo
15431025,4696,Available,Nala
15431026,6935,Available,Kody
15431028,7138,Available,Lizonardo Da Vinci
15431032,7035,Available,Wilma
15431033,1016,Available,Maggie - Foster \/ 2020
15431034,7035,Available,Bettie
15431035,7035,Available,Barney
15431037,7937,Available,Yoko Ono
15431038,7035,Available,Fred
15431040,2203,Available,Duncan
15431041,3426,Available,Winston
15431043,5371,Available,BROTHER
15431045,7937,Available,John Lennon
15431046,2203,Available,Delilah
15431050,7022,Available,Jewel
15431051,5837,Available,Mack Maverick 42070
15431052,637,Available,Murray
15431056,2203,Available,Daisy
15431057,5477,Available,Greyburt
15431062,1618,Available,127020
15431063,1618,Available,127021
15431068,7022,Available,Jessie
15431071,7921,Available,Rosie
15431072,141,Available,Yoda
15431073,5371,Available,SISTER
15431074,141,Available,Russell
15431075,5837,Available,Puck the Jester 42072
15431076,141,Available,Chunk
15431078,9201,Available,Brie
15431079,141,Available,Kubrick
15431080,141,Available,Freya
15431085,1903,Available,QUEENIE
15431086,1907,Available,HERMES
15431087,1914,Available,MONKEY
15431088,1914,Available,MAGNETO
15431089,1914,Available,ALEJANDRO
15431091,1918,Available,ROCKY
15431093,1918,Available,DENNY
15431095,1918,Available,SPENCER
15431097,1918,Available,BUTTERCUP
15431098,1918,Available,BLOSSOM
15431101,1919,Available,CARDIGAN
15431104,1931,Available,LUCAS
15431105,1931,Available,TEX
15431106,1931,Available,LEX
15431107,1931,Available,ZACH
15431108,1931,Available,POUNCY
15431110,1931,Available,BERRY
15431111,1931,Available,PRIME
15431112,1932,Available,IDRIS
15431114,1932,Available,OREO
15431115,1933,Available,REESE
15431116,1936,Available,A600546
15431117,1937,Available,JIJI
15431118,1937,Available,TWINKLE
15431119,1937,Available,LADY
15431122,1951,Available,A813732
15431124,1951,Available,*QUAGSIRE
15431125,1951,Available,LIL MOMMA
15431126,1951,Available,*BRUJA
15431127,1951,Available,*KLUSKI
15431128,1951,Available,A813800
15431130,1951,Available,A813813
15431131,1951,Available,A813814
15431132,1952,Available,DAKOTA
15431133,1952,Available,CAS
15431135,1966,Available,BOOMER
15431136,2152,Available,Julian
15431139,2004,Available,LENNOX
15431142,2013,Available,FELICIA
15431144,2014,Available,GIZMO
15431147,2014,Available,THING SIX
15431148,2014,Available,HOLT
15431149,2014,Available,THING FOUR
15431150,2014,Available,THING TWO
15431151,2014,Available,MAYHEM
15431152,2017,Available,WILMA
15431153,2017,Available,IRA
15431156,2019,Available,A1871320
15431157,2019,Available,A1871368
15431158,2020,Available,DOMIBELLA
15431159,2020,Available,WILLOW
15431160,2020,Available,DEBBIE
15431161,2034,Available,ASPEN
15431162,2034,Available,LUPE
15431164,2035,Available,CODA
15431165,2051,Available,BELLA
15431169,2051,Available,RUSTY
15431172,2051,Available,CALI
15431173,2083,Available,A550843
15431174,2083,Available,A550845
15431175,2083,Available,RAVEN
15431177,2083,Available,A550848
15431178,2083,Available,A550849
15431179,2083,Available,A550850
15431180,2083,Available,CALYPSO
15431182,2088,Available,FOXY
15431184,2088,Available,SPIDER
15431185,2088,Available,PRINCE
15431186,2088,Available,SELVESTER
15431187,2088,Available,GLORIA
15431189,2096,Available,A2070563
15431190,2098,Available,KNIGHTRO
15431191,2098,Available,*MILLIE
15431192,2098,Available,EDWINA
15431193,2098,Available,ZEUS
15431194,2098,Available,A448445
15431195,2098,Available,A448446
15431196,2154,Available,LADY
15431199,2221,Available,RIPLEY
15431204,2273,Available,COPPER
15431205,2273,Available,SHELBY
15431206,2273,Available,WHIZZER
15431207,2364,Available,JACK
15431208,2684,Available,ZELDA
15431210,2684,Available,ANNIE
15431211,2684,Available,SHEILA
15431212,2684,Available,MAX
15431213,2684,Available,MILA
15431214,2883,Available,LEIA
15431216,2903,Available,A1124298
15431217,2903,Available,A1124349
15431218,3025,Available,BINGO
15431219,3025,Available,SHEBA
15431220,3025,Available,ADAM
15431221,3025,Available,MACK
15431223,3025,Available,DONNY
15431224,3025,Available,SWEETIE
15431225,3025,Available,SALLY
15431226,3025,Available,JACK
15431227,3025,Available,SHOCK
15431228,3025,Available,BARREL
15431229,3025,Available,LOCK
15431231,3025,Available,TRINA
15431234,3025,Available,JEN
15431235,3025,Available,BEN
15431236,3025,Available,HONEY
15431238,3025,Available,LUCY
15431239,3025,Available,STEVE O
15431240,3025,Available,SKITTLES
15431243,3055,Available,ROLLIE
15431244,3055,Available,D.C.
15431245,3055,Available,AMBER
15431246,3055,Available,CHAPO
15431247,3055,Available,BENJI
15431248,3055,Available,SAM
15431249,3055,Available,BENNIE
15431250,3055,Available,A567749
15431251,3055,Available,A567750
15431252,3055,Available,A567751
15431253,3055,Available,A567752
15431254,3055,Available,A567754
15431255,3055,Available,A567757
15431256,3055,Available,A567758
15431257,3055,Available,A567759
15431258,3055,Available,A567760
15431259,3055,Available,A567761
15431260,3055,Available,A567762
15431261,3055,Available,A567763
15431262,3055,Available,A567764
15431263,3055,Available,A567765
15431264,7022,Available,Juliet
15431265,3100,Available,*HUGS
15431267,3100,Available,*ERWIN
15431268,3100,Available,*EDGAR
15431269,3100,Available,*ELANA
15431271,3100,Available,*ELLIOT
15431272,3112,Available,JAX
15431274,3112,Available,PETER
15431276,3966,Available,DAISY
15431277,3966,Available,BUDDY
15431285,3966,Available,STRAY
15431286,3966,Available,STRAY
15431292,4054,Available,STANLEY
15431293,4054,Available,A0949190
15431294,4202,Available,CUDDLES
15431295,4202,Available,ODIE
15431296,4202,Available,KOBE
15431297,4202,Available,SANDRA
15431298,4202,Available,JACK FROST
15431299,4202,Available,SHELLY
15431300,4202,Available,LEON
15431301,4202,Available,CONNOR
15431303,4433,Available,SNICKERS
15431304,4479,Available,SKY
15431305,4480,Available,KALIMON
15431306,4481,Available,POPPY
15431307,4481,Available,A5354763
15431308,4563,Available,ROSIE
15431311,4563,Available,PUPPY
15431312,4698,Available,SHORTY
15431313,4698,Available,PEARL
15431314,4702,Available,JUNE
15431315,4702,Available,LACY
15431316,4710,Available,*ZIGGY
15431317,4761,Available,SILVIA
15431318,4761,Available,SWEETHEART
15431320,5220,Available,COOPER*
15431321,5220,Available,DOYLE*
15431322,5220,Available,SUNDANCE*
15431323,5277,Available,A531005
15431325,5277,Available,A531063
15431326,5277,Available,A531067
15431327,5277,Available,A531068
15431329,5277,Available,A531074
15431330,5277,Available,A531076
15431333,5277,Available,NEEDS RESCUE
15431335,5277,Available,NEEDS RESCUE
15431337,5277,Available,A531097
15431339,5705,Available,SIMBA
15431340,5705,Available,JUPITER
15431342,5741,Available,DUCK DUCK
15431343,5920,Available,SISSY
15431348,6990,Available,TILLY
15431349,6990,Available,BROWNIE
15431350,7003,Available,MORTY
15431353,7003,Available,WILLIS
15431355,7007,Available,ROCKY
15431356,7007,Available,DIESEL
15431358,7017,Available,SHADOW
15431359,7017,Available,*EARL GREY
15431361,7017,Available,*TIK TOK
15431362,7049,Available,CHIBBY
15431363,7190,Available,BILLIE
15431364,7190,Available,EMMA
15431365,7190,Available,LILY
15431367,8680,Available,OLLIE
15431368,8683,Available,FIDGET
15431369,8683,Available,ECHO
15431370,8683,Available,ACORN
15431372,8846,Available,LIGHTNING
15431373,8846,Available,BAILEY
15431374,8846,Available,NICKITA
15431375,8846,Available,LOLA
15431376,8846,Available,NINA
15431377,9189,Available,PENNY (GALLOWAY)
15431378,9189,Available,LENOX
15431379,9189,Available,CHUNK
15431380,9189,Available,KORA
15431381,9213,Available,OSO
15431382,9213,Available,KODA POP
15431384,9213,Available,LANCE
15431385,9213,Available,BUCKY
15431388,8404,Available,Prya
15431390,5837,Available,Cecil Chubby Checkers 42071
15431395,5657,Available,Shirley
15431402,6936,Available,Sadie Mae
15431406,6966,Available,Sammy
15431407,8797,Available,Luna
15431410,8404,Available,Peanut-Head
15431411,8272,Available,Reece
15431412,5113,Available,Resin
15431413,8272,Available,Newton
15431414,8272,Available,Harley
15431418,8404,Available,Bernie
15431419,5113,Available,Domino
15431424,2152,Available,Raif
15431426,8404,Available,Lisa
15431433,8404,Available,Lula
15431435,5154,Available,Marley
15431437,5477,Available,Lulu
15431438,5154,Available,Patches
15431440,8404,Available,Pancho
15431442,5154,Available,Hazel
15431445,8404,Available,Shadow
15431449,3075,Available,Callie
15431451,993,Available,Gritz Foster Needed 2\/29
15431454,6328,Available,Jefferson
15431456,5281,Available,Avery B
15431458,5113,Available,Sadie
15431459,5281,Available,Hayden B
15431461,5281,Available,Harley B
15431463,9440,Available,Marshmallow
15431464,5281,Available,Adrian B
15431465,993,Available,Brando Foster Needed 2\/29
15431468,5113,Available,Nala
15431470,5113,Available,Teddy
15431472,8498,Available,Shadow
15431476,5477,Available,Andy
15431477,5970,Available,Star
15431481,993,Available,Gates Foster Needed 2\/29
15431482,4860,Available,Zeus
15431484,5657,Available,Laverne
15431485,5657,Available,Selena
15431486,4696,Available,Kobe
15431487,4696,Available,Shaq
15431488,6936,Available,Bubba
15431489,6141,Available,OG
15431490,6966,Available,Philonious Fizzle Sprocket
15431491,7701,Available,Duke
15431492,5416,Available,Hudson
15431493,5997,Available,Juliana
15431494,5997,Available,Victoria
15431495,5997,Available,Houston
15431496,5997,Available,Mattie
15431497,5997,Available,Taki
15431498,5997,Available,Odessa
15431499,5997,Available,Dallas
15431500,8754,Available,Kenzie
15431501,8754,Available,Buckaroo
15431502,8871,Available,Veda
15431503,8871,Available,Sebastian
15431504,8871,Available,Aiden
15431505,8871,Available,Agate
15431509,993,Available,Neva Foster Needed 2\/29
15431510,7100,Available,P.U.G.
15431511,5970,Available,Star
15431517,5281,Available,Tina   Small and Sweet!
15431518,2333,Available,Yoko
15431522,6744,Available,Missy MM
15431524,8404,Available,Brownie (JG)
15431525,5281,Available,Honey Bunch!  A Real Sweetie!!!!
15431526,1558,Available,CAPTAIN
15431527,1919,Available,JORDAN
15431528,1929,Available,A630291
15431529,1931,Available,DULCE
15431530,1931,Available,MAISY
15431532,1933,Available,SHAKA
15431533,1935,Available,MURPHY
15431534,1937,Available,LOBA
15431536,1937,Available,RONALDO
15431537,1940,Available,THURMIS
15431542,1951,Available,KOBE
15431543,1951,Available,SPRING
15431544,1951,Available,MIAH
15431550,1978,Available,*WALKER
15431552,1978,Available,*ERIKA
15431556,2017,Available,DJ
15431557,2017,Available,CHIEF
15431558,2051,Available,STUB
15431559,2051,Available,SQUIRT
15431560,2083,Available,BLUE
15431562,2083,Available,A550855
15431563,2083,Available,A550857
15431564,2083,Available,A550858
15431565,2083,Available,A550859
15431566,2083,Available,A550860
15431567,2083,Available,NINA
15431569,2083,Available,YIP
15431572,2195,Available,BRIAN
15431573,2220,Available,HEAD N SHOULDERS
15431575,2671,Available,BEN
15431578,2914,Available,KILO
15431579,3055,Available,HENDRIX
15431580,3055,Available,A567770
15431581,3055,Available,A567772
15431582,3112,Available,ELSA
15431583,3697,Available,BETTY
15431584,3697,Available,BAXTER
15431585,3697,Available,BENDI
15431586,3966,Available,COCO
15431587,3966,Available,MIA
15431589,3966,Available,STRAY
15431590,3966,Available,TORVI
15431591,3966,Available,CHLOE
15431592,4052,Available,ZEKE
15431593,4052,Available,IGLOO
15431594,4052,Available,GIPSY
15431595,4052,Available,MOMO
15431596,4054,Available,BLOCKY
15431597,4305,Available,*DALLAS
15431598,4432,Available,SHIVA
15431599,4481,Available,JUNO
15431602,4710,Available,*BIG MAN
15431603,6744,Available,Missy MM
15431604,4761,Available,JAYDE
15431605,5025,Available,PECAN SANDY
15431606,2152,Available,Zeus
15431607,568,Available,MIKO
15431608,568,Available,OLLIE
15431612,6816,Available,SPIVY
15431613,6816,Available,BRENDAN
15431614,6816,Available,LEANN
15431616,7190,Available,FLUFFY
15431617,7898,Available,SHERIDAN
15431618,8331,Available,MARLEY
15431619,8680,Available,TIPPY
15431620,6744,Available,Missy MM
15431622,6744,Available,Missy MM
15431624,6744,Available,Missy MM
15431626,6744,Available,Missy MM
15431627,6744,Available,Missy MM
15431630,7975,Available,Alfie
15431631,7975,Available,Alfie
15431632,6744,Available,Missy MM
15431633,6744,Available,Missy MM
15431634,6744,Available,Missy MM
15431637,6744,Available,Missy MM
15431639,6744,Available,Missy MM
15431641,6744,Available,Missy MM
15431643,5281,Available,Buddy   Adorable!
15431644,6744,Available,Missy MM
15431646,3075,Available,Phillip
15431652,9387,Available,Ranger
15431653,7921,Available,Taylor
15431657,6744,Available,Miss Kitty LW
15431658,2683,Available,Rainey
15431667,5922,Available,Jakob Meyer
15431670,5281,Available,Gypsy Rose
15431677,9387,Available,Maya
15431678,5922,Available,Fozzie Meyer
15431679,1679,Available,Danny
15431685,2972,Available,2020 -7001 BowBow
15431686,6328,Available,Kyde
15431691,9387,Available,Gypsy
15431693,6744,Available,Miss Kitty LW
15431695,7721,Available,Diamond Lucy - At the Shelter
15431696,8960,Available,Tucker (Courtesy post)
15431697,2113,Available,Roscoe
